Product_ID;VendorID;Quantity;Price;Cost;Timestamp;DiscountID;MinOrderQty;MaxOrderQty;UnitType;LastUpdated
843;1518;10;8.5;10.31;00:00:00;50;200;75;EA;12:20:28.330000012
844;1518;25;8.5;8.25;00:00:00;150;500;300;EA;12:20:28.330000013
845;1518;25;10.75;10.3;00:00:00;150;500;250;EA;12:20:28.330000014
846;1518;30;4.5;5.77;00:00:00;150;500;175;EA;12:20:28.33
847;1518;30;14.5;4.43;00:00:00;150;500;150;EA;12:20:28.33
848;1518;45;15.75;18.56;00:00:00;50;300;150;EA;12:20:28.33
849;1594;45;24.75;24.75;00:00:00;5000;10000;5000;EA;12:20:28.33
850;1594;45;24.75;24.75;00:00:00;5000;10000;5000;EA;12:20:28.33
851;1594;45;24.75;24.75;00:00:00;5000;10000;5000;EA;12:20:28.33
852;1594;60;32.35;30.94;00:00:00;500;8000;750;EA;12:20:28.33
853;1594;60;32.35;30.94;00:00:00;500;8000;750;EA;12:20:28.33
854;1594;60;32.35;30.94;00:00:00;500;8000;750;EA;12:20:28.33
855;1594;60;38.5;37.1;00:00:00;500;5000;1050;EA;12:20:28.33
856;1594;60;37.5;37.1;00:00:00;500;5000;1000;EA;12:20:28.343
857;1594;60;37.5;37.1;00:00:00;500;5000;1000;EA;12:20:28.343
858;1676;15;8.75;9.15;00:00:00;500;5000;700;EA;12:20:28.343
859;1676;15;8.75;9.15;00:00:00;500;5000;700;EA;12:20:28.343
860;1676;15;8.75;9.15;00:00:00;500;5000;700;EA;12:20:28.343
861;1676;25;15.5;15.67;00:00:00;500;5000;900;EA;12:20:28.343
862;1676;25;15.5;15.67;00:00:00;500;5000;900;EA;12:20:28.343
863;1676;25;15.5;15.67;00:00:00;500;5000;900;EA;12:20:28.343
864;1676;35;23.2;23.75;00:00:00;1000;7500;1250;EA;12:20:28.343
865;1676;35;23.2;23.75;00:00:00;1000;7500;1250;EA;12:20:28.343
866;1676;35;23.2;23.75;00:00:00;1000;7500;1250;EA;12:20:28.343
867;1676;25;25.45;26.18;00:00:00;1000;7500;2000;EA;12:20:28.343
868;1676;25;25.45;26.18;00:00:00;1000;7500;2000;EA;12:20:28.343
869;1676;25;25.45;26.18;00:00:00;1000;7500;2000;EA;12:20:28.343
870;1546;45;1.87;1.87;00:00:00;500;2500;1500;EA;12:20:28.343
871;1546;45;3.74;3.74;00:00:00;500;2500;500;EA;12:20:28.343
872;1546;45;3;3.36;00:00:00;500;2500;1000;EA;12:20:28.343
873;1546;45;0.8;0.86;00:00:00;1500;15000;8000;EA;12:20:28.343
874;1574;25;3;2.36;00:00:00;1500;15000;8000;EA;12:20:28.343
875;1574;25;3;2.36;00:00:00;1500;15000;8000;EA;12:20:28.343
876;1546;45;48;33.88;00:00:00;100;500;250;EA;12:20:28.343
877;1546;45;3;2.97;00:00:00;100;500;150;EA;12:20:28.343
878;1546;45;8.22;8.22;00:00:00;100;500;150;EA;12:20:28.343
879;1546;45;49;59.46;00:00:00;100;500;400;EA;12:20:28.343
880;1546;45;19;20.56;00:00:00;500;1500;1000;EA;12:20:28.343
881;1636;30;40;41.57;00:00:00;5000;10000;6000;EA;12:20:28.343
882;1636;30;40;41.57;00:00:00;5000;10000;6000;EA;12:20:28.343
883;1636;30;40;41.57;00:00:00;5000;10000;6000;EA;12:20:28.343
884;1636;30;40;41.57;00:00:00;5000;10000;6000;EA;12:20:28.343
907;1576;19;78.89;82.8345;00:00:00;100;1000;1500;EA;00:00:00
908;1570;15;20.09;21.0945;00:00:00;100;1000;2000;EA;00:00:00
908;1696;17;20.09;21.0945;00:00:00;100;1000;3000;EA;00:00:00
909;1570;15;28.99;30.4395;00:00:00;100;1000;300;EA;00:00:00
909;1696;17;28.99;30.4395;00:00:00;100;1000;4;EA;00:00:00
910;1610;18;38.99;40.9395;00:00:00;100;1000;300;EA;00:00:00
910;1696;17;38.99;40.9395;00:00:00;100;1000;500;EA;00:00:00
911;1542;18;20.09;21.0945;00:00:00;100;1000;400;EA;00:00:00
911;1696;17;20.09;21.0945;00:00:00;100;1000;200;EA;00:00:00
912;1542;18;28.99;30.4395;00:00:00;100;1000;300;EA;00:00:00
912;1696;17;28.99;30.4395;00:00:00;100;1000;400;EA;00:00:00
913;1570;15;38.99;40.9395;00:00:00;100;1000;300;EA;00:00:00
913;1696;17;38.99;40.9395;00:00:00;100;1000;4;EA;00:00:00
914;1672;15;20.09;21.0945;00:00:00;100;1000;5;EA;00:00:00
914;1696;17;20.09;21.0945;00:00:00;100;1000;3;EA;00:00:00
915;1672;15;28.99;30.4395;00:00:00;100;1000;300;EA;00:00:00
915;1696;17;28.99;30.4395;00:00:00;100;1000;50;EA;00:00:00
916;1672;15;38.99;40.9395;00:00:00;100;1000;50;EA;00:00:00
916;1696;17;38.99;40.9395;00:00:00;100;1000;50;EA;00:00:00
921;1498;19;5.32;5.586;00:00:00;100;1000;50;EA;00:00:00
922;1652;19;6.22;6.531;00:00:00;100;1000;50;EA;00:00:00
923;1652;19;5.89;6.1845;00:00:00;100;1000;50;EA;00:00:00
928;1538;19;30.71;32.2455;00:00:00;100;1000;50;EA;00:00:00
928;1632;19;31.21;32.7705;00:00:00;100;1000;50;EA;00:00:00
929;1538;19;34.82;36.561;00:00:00;100;1000;50;EA;00:00:00
929;1632;19;35.32;37.086;00:00:00;100;1000;50;EA;00:00:00
930;1498;19;40.49;42.5145;00:00:00;100;1000;50;EA;00:00:00
930;1632;19;40.99;43.0395;00:00:00;100;1000;50;EA;00:00:00
931;1588;19;32.71;34.3455;00:00:00;100;1000;50;EA;00:00:00
931;1684;19;33.21;34.8705;00:00:00;100;1000;50;EA;00:00:00
932;1588;19;37.37;39.2385;00:00:00;100;1000;50;EA;00:00:00
932;1684;19;37.87;39.7635;00:00:00;100;1000;50;EA;00:00:00
933;1652;19;41.39;43.4595;00:00:00;100;1000;50;EA;00:00:00
933;1684;19;41.89;43.9845;00:00:00;100;1000;300;EA;00:00:00
934;1652;19;35.83;37.6215;00:00:00;100;1000;400;EA;00:00:00
934;1684;19;36.33;38.1465;00:00:00;100;1000;300;EA;00:00:00
935;1506;18;29.99;31.4895;00:00:00;100;1000;300;EA;00:00:00
935;1658;15;29.99;31.4895;00:00:00;100;1000;2;EA;00:00:00
936;1506;18;45.99;48.2895;00:00:00;100;1000;300;EA;00:00:00
936;1658;15;45.99;48.2895;00:00:00;100;1000;2;EA;00:00:00
937;1638;18;59.99;62.9895;00:00:00;100;1000;300;EA;00:00:00
938;1586;16;29.99;31.4895;00:00:00;100;1000;300;EA;00:00:00
938;1680;16;29.99;31.4895;00:00:00;100;1000;3;EA;00:00:00
939;1586;16;45.99;48.2895;00:00:00;100;1000;300;EA;00:00:00
939;1680;16;45.99;48.2895;00:00:00;100;1000;500;EA;00:00:00
940;1508;15;59.99;62.9895;00:00:00;100;1000;600;EA;00:00:00
941;1628;17;59.99;62.9895;00:00:00;100;1000;60;EA;00:00:00
948;1576;19;78.89;82.8345;00:00:00;100;1000;70;EA;00:00:00
952;1674;19;14.99;15.7395;00:00:00;20;100;60;DZ;00:00:00
